declarationDate,disasterType,incidentType,title,incidentBeginDate,incidentEndDate,disasterCloseOutDate,declaredCountyArea,placeCode,hash,lastRefresh
1964-12-31T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-31T00:00:00 -05:00,1964-12-31T00:00:00 -05:00,1968-02-14T00:00:00 -05:00,Idaho (County),99049,80eaf671a7da3d824eca74b23d4a8eca,2017-08-09T09:49:36 -04:00
1964-12-31T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-31T00:00:00 -05:00,1964-12-31T00:00:00 -05:00,1968-02-14T00:00:00 -05:00,Power (County),99077,7817da85ad40a986f0cd728c0b4edc5d,2017-08-09T09:49:36 -04:00
1965-04-11T00:00:00 -04:00,DR,Flood,FLOODING,1965-04-11T00:00:00 -04:00,1965-04-11T00:00:00 -04:00,1970-01-29T00:00:00 -05:00,Blue Earth (County),99013,d7c593282ff0f2b4f5bab37d321f62f3,2017-08-09T09:49:36 -04:00
1965-04-11T00:00:00 -04:00,DR,Flood,FLOODING,1965-04-11T00:00:00 -04:00,1965-04-11T00:00:00 -04:00,1970-01-29T00:00:00 -05:00,Douglas (County),99041,b1bffe4460c051d6193b063bf3cb2808,2017-08-09T09:49:36 -04:00
1965-04-11T00:00:00 -04:00,DR,Flood,FLOODING,1965-04-11T00:00:00 -04:00,1965-04-11T00:00:00 -04:00,1970-01-29T00:00:00 -05:00,Kanabec (County),99065,d603445d3c521a48d50ef3f577a60d9d,2017-08-09T09:49:36 -04:00
1965-04-11T00:00:00 -04:00,DR,Flood,FLOODING,1965-04-11T00:00:00 -04:00,1965-04-11T00:00:00 -04:00,1970-01-29T00:00:00 -05:00,Meeker (County),99093,2d733d230b4c071f2e05ad671c8d5d7e,2017-08-09T09:49:36 -04:00
1965-04-11T00:00:00 -04:00,DR,Flood,FLOODING,1965-04-11T00:00:00 -04:00,1965-04-11T00:00:00 -04:00,1970-01-29T00:00:00 -05:00,Steele (County),99147,f2826f8d752f5eb4eedda3a76d6d7392,2017-08-09T09:49:36 -04:00
1965-04-14T00:00:00 -04:00,DR,Tornado,TORNADOES & SEVERE STORMS,1965-04-14T00:00:00 -04:00,1965-04-14T00:00:00 -04:00,1969-05-23T00:00:00 -04:00,Howard (County),99067,69fe167d260bfe01dfc56d65522f2468,2017-08-09T09:49:36 -04:00
1965-04-11T00:00:00 -04:00,DR,Flood,FLOODING,1965-04-11T00:00:00 -04:00,1965-04-11T00:00:00 -04:00,1970-01-29T00:00:00 -05:00,Wright (County),99171,57301256b26a873a5b4bf354aaf20ac8,2017-08-09T09:49:36 -04:00
1965-04-11T00:00:00 -04:00,DR,Flood,FLOODING,1965-04-11T00:00:00 -04:00,1965-04-11T00:00:00 -04:00,1970-01-29T00:00:00 -05:00,Pope (County),99121,5b7b2a1876f90f1b906be13d8fd37398,2017-08-09T09:49:36 -04:00
1965-04-14T00:00:00 -04:00,DR,Tornado,TORNADOES & SEVERE STORMS,1965-04-14T00:00:00 -04:00,1965-04-14T00:00:00 -04:00,1967-12-01T00:00:00 -05:00,Barry (County),99015,3732ebf2b107db5f2a833e255c1fc8f7,2017-08-09T09:49:36 -04:00
1964-07-08T00:00:00 -04:00,DR,Flood,SEVERE STORMS & FLOODING,1964-07-08T00:00:00 -04:00,1964-07-08T00:00:00 -04:00,1967-07-26T00:00:00 -04:00,,,f6d6b89690dac1182c6909fd869b9a16,2016-12-18T11:07:54 -05:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Alpine (County),99003,48bad1d02bf12a0d956b254562680d89,2017-08-09T09:49:37 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Sierra (County),99091,a67a9cb6f0ab6f3de19fe412247ffb90,2017-08-09T09:49:37 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Marin (County),99041,40512fb9d0b0df5766ca840b1be04b7e,2017-08-09T09:49:37 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1976-04-05T00:00:00 -05:00,Yuba (County),99115,176f437265668568a2479ddad00320b9,2017-08-09T09:49:37 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Douglas (County),99019,421d47d82a9e4c02d2eee232674241f0,2017-08-09T09:49:37 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Lane (County),99039,91ec7e54f47535e05f922bf4deb967fe,2017-08-09T09:49:37 -04:00
1964-12-29T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-29T00:00:00 -05:00,1964-12-29T00:00:00 -05:00,1968-02-02T00:00:00 -05:00,Columbia (County),99013,8ce6c9b426750c28140b2eb68ed70dc3,2017-08-09T09:49:37 -04:00
1964-12-24T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-24T00:00:00 -05:00,1964-12-24T00:00:00 -05:00,1968-08-12T00:00:00 -04:00,Umatilla (County),99059,c82c7121536a1185e057cf0706d8bdf5,2017-08-09T09:49:37 -04:00
1964-12-29T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-29T00:00:00 -05:00,1964-12-29T00:00:00 -05:00,1968-02-02T00:00:00 -05:00,Pierce (County),99053,cc6f5fe1ad64263d81dbfc3a456895f6,2017-08-09T09:49:37 -04:00
1964-12-31T00:00:00 -05:00,DR,Flood,HEAVY RAINS & FLOODING,1964-12-31T00:00:00 -05:00,1964-12-31T00:00:00 -05:00,1968-02-14T00:00:00 -05:00,Gem (County),99045,f4d7ce43cf2144e701f12d9334709f30,2017-08-09T09:49:37 -04:00
